"","aacode","welshId","usedColumns"
"424","j1221204","310","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (3.03e+04,3.49e+04]"
"425","k8021714","311","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; hasdisabledorsickoccupant TRUE"
"426","k7092822","312","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild; children (1.5,2.5]; chiefincomeearnersage (35,39]"
"427","k5015211","313","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (1.8e+04,1.98e+04]"
"428","j1463403","314","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"429","j0343308","315","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; insulationthickness (87.5,112]; children (1.5,2.5]"
"430","k7040203","316","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; chiefincomeearnersage (68,73]"
"431","j0172301","317","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (37.5,62.5]"
"432","k3064118","318","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (62.5,87.5]; householdincomebeforetax (2.2e+04,2.43e+04]"
"433","j0343316","319","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (2.71e+04,3.03e+04]"
"434","k8021304","320","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (2.71e+04,3.03e+04]"
"435","j1392404","321","builtformtype detached; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone"
"436","k4006613","322","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype townandfringe; tenuretype owneroccupied; externalwallconstructiontype sandstone"
"437","j1012404","323","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"438","j1483104","323","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"439","j0774105","324","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype townandfringe; tenuretype privaterented"
"440","j0641201","325","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; householdincomebeforetax (4.14e+04,5.27e+04]"
"441","j0413211","326","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness [-17.5,12.5]; householdincomebeforetax (8.92e+03,1.11e+04]"
"442","k7075615","327","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness (275,325]"
"443","j1312108","328","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"444","k5143102","328","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"445","k6049711","328","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"446","k8124026","329","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype village; tenuretype owneroccupied"
"447","j0152106","330","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype townandfringe; tenuretype housingassociation; numofbedrooms (1.5,2.5]"
"448","k5048614","331","builtformtype endterrace; mainheatingfuel house_coal; buildyear [1170,1882]; morphologytype village"
"449","k6023107","332","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (4.14e+04,5.27e+04]"
"450","j0601106","333","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1935,1945]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (325,368]; hasdisabledorsickoccupant FALSE"
"451","k5022801","333","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1935,1945]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (325,368]; hasdisabledorsickoccupant FALSE"
"452","j1413215","334","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]; chiefincomeearnersage (68,73]"
"453","j0502211","335","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (1.62e+04,1.8e+04]"
"454","j1251306","336","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (3.49e+04,4.14e+04]"
"455","k1070409","337","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (2.2e+04,2.43e+04]; children [-0.5,0.5]"
"456","k4065917","338","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; hasdisabledorsickoccupant FALSE"
"457","j1151410","339","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]; chiefincomeearnersage (80,100]"
"458","k3061502","340","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1935,1945]; morphologytype village"
"459","k8119509","341","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.8e+04,1.98e+04]"
"460","k5080808","342","builtformtype detached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]"
"461","k8170302","343","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax [-2.21e+03,8.92e+03]"
"462","j1451402","344","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (8.92e+03,1.11e+04]"
"463","k8021626","345","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; externalwallconstructiontype cavity; insulationthickness (275,325]"
"464","j0794405","346","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (5.27e+04,4.25e+05]; hasdisabledorsickoccupant FALSE"
"465","j0922207","346","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (5.27e+04,4.25e+05]; hasdisabledorsickoccupant FALSE"
"466","k6130701","346","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; householdincomebeforetax (5.27e+04,4.25e+05]; hasdisabledorsickoccupant FALSE"
"467","j1212207","347","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]; chiefincomeearnersage (68,73]"
"468","k7165611","347","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]; chiefincomeearnersage (68,73]"
"469","j0442102","348","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; hasdisabledorsickoccupant TRUE"
"470","k8130407","348","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; hasdisabledorsickoccupant TRUE"
"471","j0511103","349","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; insulationthickness (275,325]; hasdisabledorsickoccupant FALSE"
"472","k8021625","350","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]"
"473","k2075105","351","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]; chiefincomeearnersage (49,53]"
"474","j1212404","352","builtformtype semidetached; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"475","k7168721","353","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype village; tenuretype owneroccupied; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"476","j1204211","354","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"477","k2038319","354","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"478","j0261303","355","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype townandfringe; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children (1.5,2.5]; chiefincomeearnersage (39,42]"
"479","k5114312","355","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype townandfringe; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children (1.5,2.5]; chiefincomeearnersage (39,42]"
"480","k6062726","356","builtformtype purposebuiltlowriseflat; buildyear (1981,1990]; morphologytype townandfringe; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; chiefincomeearnersage (57,61]"
"481","j0042404","357","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype townandfringe; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]"
"482","j0994106","358","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype townandfringe; numofbedrooms (1.5,2.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness (37.5,62.5]; children [-0.5,0.5]"
"483","k4064711","358","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype townandfringe; numofbedrooms (1.5,2.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness (37.5,62.5]; children [-0.5,0.5]"
"484","j1132206","359","builtformtype midterrace; mainheatingfuel house_coal; buildyear (1900,1920]; morphologytype townandfringe"
"485","j0714108","360","builtformtype midterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; insulationthickness (37.5,62.5]"
"486","j1161401","361","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype townandfringe; tenuretype privaterented; numofbedrooms (2.5,3.5]"
"487","k2167106","362","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.11e+04,1.28e+04]; hasdisabledorsickoccupant FALSE"
"488","k1079324","363","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (3.03e+04,3.49e+04]"
"489","k1002612","364","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (4.14e+04,5.27e+04]; children [-0.5,0.5]"
"490","j1532302","365","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness [-17.5,12.5]"
"491","j0621104","366","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (275,325]"
"492","j0891308","366","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (275,325]"
"493","k6094415","366","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (275,325]"
"494","j0844303","367","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (87.5,112]; children [-0.5,0.5]; chiefincomeearnersage (73,80]; hasdisabledorsickoccupant TRUE"
"495","j1043405","367","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (87.5,112]; children [-0.5,0.5]; chiefincomeearnersage (73,80]; hasdisabledorsickoccupant TRUE"
"496","j0892203","368","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (62.5,87.5]; hasdisabledorsickoccupant FALSE"
"497","j0042302","369","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (87.5,112]; children [-0.5,0.5]"
"498","j1153202","370","builtformtype purposebuilthighriseflat; mainheatingfuel electricity; buildyear (1990,2000]; morphologytype urban; externalwallconstructiontype cavity"
"499","k7100920","371","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children (0.5,1.5]"
"500","j0154403","372","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]"
"501","j1162407","373","builtformtype endterrace; mainheatingfuel house_coal; buildyear (1882,1900]"
"502","j0373404","374","builtformtype purposebuiltlowriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"503","j1073407","374","builtformtype purposebuiltlowriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"504","j1153207","374","builtformtype purposebuiltlowriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"505","k1066313","374","builtformtype purposebuiltlowriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"506","k7030923","374","builtformtype purposebuiltlowriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"507","j1264322","375","builtformtype purposebuiltlowriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (2.2e+04,2.43e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"508","k6041513","375","builtformtype purposebuiltlowriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (2.2e+04,2.43e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"509","j1153206","376","builtformtype purposebuilthighriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (3.03e+04,3.49e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"510","j1192409","376","builtformtype purposebuilthighriseflat; mainheatingfuel electricity; buildyear (2000,2012]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (3.03e+04,3.49e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"511","j0644408","377","builtformtype midterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (4.5,5.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]"
"512","k6147905","378","builtformtype convertedflat; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone"
"513","j0621103","379","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"514","k2021817","379","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"515","k3072705","379","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"516","k3166719","379","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax (8.92e+03,1.11e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"517","k8042423","380","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]; insulationthickness (175,225]"
"518","j1182210","381","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"519","j1182218","381","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"520","k3154719","381","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"521","k4179928","382","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (37.5,62.5]"
"522","j1261103","383","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype housingassociation; numofbedrooms (3.5,4.5]; insulationthickness (138,175]"
"523","k8022719","384","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; householdincomebeforetax (2.71e+04,3.03e+04]; children [-0.5,0.5]"
"524","k1016425","385","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; chiefincomeearnersage (46,49]"
"525","k7174828","386","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (1.28e+04,1.45e+04]"
"526","j1262317","387","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.98e+04,2.2e+04]"
"527","j0723203","388","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; chiefincomeearnersage [16,26]; hasdisabledorsickoccupant FALSE"
"528","j1071105","388","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; chiefincomeearnersage [16,26]; hasdisabledorsickoccupant FALSE"
"529","j0071402","389","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype sandstone"
"530","j1163204","390","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"531","j1214206","390","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"532","k2099422","390","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"533","k7040219","390","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"534","k8033825","390","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"535","k2013914","391","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]; chiefincomeearnersage (35,39]"
