"","aacode","welshId","usedColumns"
"1","k4016105","1","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]"
"2","j0511201","2","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; householdincomebeforetax (1.62e+04,1.8e+04]"
"3","j1164303","3","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"4","j0393203","4","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"5","k8040712","5","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone"
"6","k3017824","6","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]"
"7","j1531407","7","builtformtype detached; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype privaterented; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"8","k6157105","7","builtformtype detached; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype privaterented; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"9","j1212106","8","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; insulationthickness (138,175]"
"10","k8040712","9","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone"
"11","j1564404","10","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (175,225]"
"12","k6027908","11","builtformtype midterrace; mainheatingfuel house_coal; buildyear (1882,1900]"
"13","j1572303","12","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (87.5,112]"
"14","j1093209","13","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]"
"15","j1191315","14","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children (2.5,3.5]"
"16","j1244405","15","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"17","k7100919","15","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"18","k8033825","16","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children (0.5,1.5]"
"19","j1163204","17","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"20","k2099422","17","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"21","j0944307","18","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]"
"22","j0713401","19","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild"
"23","j1063103","20","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype townandfringe; tenuretype localauthority"
"24","k8009518","21","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]"
"25","j0104204","22","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]"
"26","k8019319","22","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]"
"27","j0274206","23","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype village; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (87.5,112]"
"28","k4102605","24","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype townandfringe; tenuretype owneroccupied"
"29","j1491305","25","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype townandfringe; numofbedrooms (2.5,3.5]; insulationthickness (275,325]"
"30","k5120706","26","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype townandfringe; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]"
"31","k7030912","26","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype townandfringe; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (275,325]; children [-0.5,0.5]"
"32","j0663408","27","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype hamletsandisolateddwellings; externalwallconstructiontype sandstone"
"33","j1503101","28","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone"
"34","j0311303","29","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness [-17.5,12.5]; hasdisabledorsickoccupant TRUE"
"35","j1153211","29","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness [-17.5,12.5]; hasdisabledorsickoccupant TRUE"
"36","k8040712","30","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone"
"37","k8005227","31","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (275,325]"
"38","k3127912","32","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; insulationthickness (225,275]"
"39","k8040712","33","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone"
"40","j1191201","34","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (37.5,62.5]; children [-0.5,0.5]"
"41","k7040219","35","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (175,225]"
"42","j1214206","36","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness [-17.5,12.5]"
"43","k8040712","37","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone"
"44","j1514205","38","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]"
"45","k7040501","39","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; externalwallconstructiontype cavity; insulationthickness (175,225]; householdincomebeforetax (2.71e+04,3.03e+04]"
"46","k1042214","40","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.62e+04,1.8e+04]; children (2.5,3.5]"
"47","k1016425","41","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (1.28e+04,1.45e+04]"
"48","j1461106","42","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (138,175]"
"49","j0624302","43","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.98e+04,2.2e+04]"
"50","j1181105","44","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; householdincomebeforetax (3.03e+04,3.49e+04]; chiefincomeearnersage (26,31]"
"51","j1312201","45","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity"
"52","j1151104","46","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"53","j1564207","46","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"54","k3089711","46","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"55","k4016106","46","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"56","k8110708","46","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; externalwallconstructiontype cavity; insulationthickness (175,225]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"57","j0443101","47","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; hasdisabledorsickoccupant TRUE"
"58","k7035402","47","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; hasdisabledorsickoccupant TRUE"
"59","k8007612","47","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; hasdisabledorsickoccupant TRUE"
"60","j1544211","48","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"61","k2008526","48","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"62","k8036230","49","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"63","j0281107","50","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.28e+04,1.45e+04]"
"64","k6042701","51","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"65","k1079327","52","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; householdincomebeforetax (4.14e+04,5.27e+04]"
"66","j0143105","53","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype housingassociation; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; hasdisabledorsickoccupant TRUE"
"67","j0644304","54","builtformtype midterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; householdincomebeforetax (3.03e+04,3.49e+04]"
"68","j1214206","55","builtformtype midterrace; mainheatingfuel mains_gas; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness [-17.5,12.5]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"69","k2013914","55","builtformtype midterrace; mainheatingfuel mains_gas; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness [-17.5,12.5]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"70","k5114322","56","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype systembuild; hasdisabledorsickoccupant TRUE"
"71","k8173726","56","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype systembuild; hasdisabledorsickoccupant TRUE"
"72","j1181406","57","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax [-2.21e+03,8.92e+03]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"73","j0034202","58","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; householdincomebeforetax (1.8e+04,1.98e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"74","j0012106","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"75","j0082102","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"76","j0641303","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"77","j1181105","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"78","j1183207","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"79","j1212106","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"80","k3032211","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"81","k6042701","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"82","k7017230","59","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; hasdisabledorsickoccupant FALSE"
"83","j1264114","60","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype localauthority; externalwallconstructiontype cavity; householdincomebeforetax (1.62e+04,1.8e+04]"
"84","j1432404","61","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"85","j1303104","62","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (3.49e+04,4.14e+04]; children (1.5,2.5]; chiefincomeearnersage (39,42]"
"86","j1391101","63","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children (0.5,1.5]"
"87","j1572303","64","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (87.5,112]"
"88","j1072204","65","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone; insulationthickness (225,275]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"89","k8033818","66","builtformtype detached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (62.5,87.5]"
"90","j0954201","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"91","k3166705","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"92","k5077101","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"93","k6144209","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"94","k8000815","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"95","k8020323","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"96","k8022719","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"97","k8081615","67","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"98","j1244405","68","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone"
"99","k7100919","68","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone"
"100","k3002419","69","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; hasdisabledorsickoccupant FALSE"
"101","k8124008","69","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; hasdisabledorsickoccupant FALSE"
"102","k7147326","70","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]"
"103","k6127019","71","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (2.2e+04,2.43e+04]"
"104","j0871303","72","builtformtype detached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children (1.5,2.5]; chiefincomeearnersage (46,49]"
"105","j1432306","73","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]"
"106","j1301402","74","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; chiefincomeearnersage (26,31]"
"107","j0193305","75","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; hasdisabledorsickoccupant TRUE"
"108","k6008703","75","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; hasdisabledorsickoccupant TRUE"
"109","j1431102","76","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]"
"110","k5109319","77","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild; insulationthickness (112,138]; children [-0.5,0.5]"
"111","k3104108","78","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (2000,2012]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"112","j1194402","79","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children (0.5,1.5]; hasdisabledorsickoccupant FALSE"
"113","k6147924","79","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children (0.5,1.5]; hasdisabledorsickoccupant FALSE"
"114","k8173703","80","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"115","j0731107","81","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (112,138]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"116","k6048313","81","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (112,138]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"117","j0512401","82","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype privaterented; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild"
"118","k6049720","83","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; householdincomebeforetax (1.45e+04,1.62e+04]"
