M2,M5,M6,M7,M8,Heating System Type,HeatCode_4a,winterefficiency,summerefficiency,basicefficiency,spaceheatingsystemtype,fluetype,mainheatingfuel,iscondensing,installationyear
Boiler,Bottled gas,pre 1998,Condensing standard,Fan assisted,"Gas boilers (including LPG) pre-1998, with fan-assisted flue Condensing",114,84,74,84,standard,fanassistedbalancedflue,bottled_lpg,TRUE,1995
Boiler,Bottled gas,pre 1998,Standard,Fan assisted,"Gas boilers (including LPG) pre-1998, with fan-assisted flue High or unknown thermal capacity",111,69,59,69,standard,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,Back Boiler,Fan assisted,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,Back Boiler,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,Combi,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Combi",118,66,57,66,combi,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,Condensing Combi,Balanced,"Gas boilers (including LPG) pre-1998, with fan-assisted flue Condensing combi",113,84,75,84,combi,balancedflue,bottled_lpg,TRUE,1995
Boiler,Bottled gas,pre 1998,Condensing standard,Balanced,"Gas boilers (including LPG) pre-1998, with fan-assisted flue Condensing",114,84,74,84,standard,balancedflue,bottled_lpg,TRUE,1995
Boiler,Bottled gas,pre 1998,Standard,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Floor mounted, 1979 to 1997",117,66,56,66,standard,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,Back Boiler,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,Combi,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Combi",118,66,57,66,combi,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,Standard,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Floor mounted, 1979 to 1997",117,66,56,66,standard,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Combi,Fan assisted,"Gas boilers (including LPG) pre-1998, with fan-assisted flue Combi",112,71,62,71,combi,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Condensing Combi,Fan assisted,"Gas boilers (including LPG) pre-1998, with fan-assisted flue Condensing combi",113,84,75,84,combi,fanassistedbalancedflue,bottled_lpg,TRUE,1995
Boiler,Bottled gas,Other,Condensing standard,Fan assisted,"Gas boilers (including LPG) pre-1998, with fan-assisted flue Condensing",114,84,74,84,standard,fanassistedbalancedflue,bottled_lpg,TRUE,1995
Boiler,Bottled gas,Other,Standard,Fan assisted,"Gas boilers (including LPG) pre-1998, with fan-assisted flue High or unknown thermal capacity",111,69,59,69,standard,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Back Boiler,Fan assisted,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Back Boiler,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Combi,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Combi",118,66,57,66,combi,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Standard,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Floor mounted, 1979 to 1997",117,66,56,66,standard,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Back Boiler,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Combi,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Combi",118,66,57,66,combi,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Standard,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Floor mounted, 1979 to 1997",117,66,56,66,standard,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,old system,Back Boiler,Fan assisted,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,fanassistedbalancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Combi,Fan assisted,"Gas boilers (including LPG) pre-1998, with balanced or open flue Combi",118,66,57,66,combi,fanassistedbalancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Standard,Fan assisted,"Gas boilers (including LPG) pre-1998, with balanced or open flue Floor mounted, pre 1979",116,56,46,56,standard,fanassistedbalancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Back Boiler,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,balancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Combi,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Combi",118,66,57,66,combi,balancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Standard,Balanced,"Gas boilers (including LPG) pre-1998, with balanced or open flue Floor mounted, pre 1979",116,56,46,56,standard,balancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Back Boiler,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Back boiler to radiators",119,66,56,66,back_boiler,openflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Combi,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Combi",118,66,57,66,combi,openflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,Standard,Open,"Gas boilers (including LPG) pre-1998, with balanced or open flue Floor mounted, pre 1979",116,56,46,56,standard,openflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,CPSU,Fan assisted,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (non-condensing),120,74,72,74,cpsu,fanassistedbalancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,CPSU,Balanced,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (non-condensing),120,74,72,74,cpsu,balancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,CPSU,Open,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (non-condensing),120,74,72,74,cpsu,openflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,old system,CPSU,Unobtainable,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (non-condensing),120,74,72,74,cpsu,notapplicable,bottled_lpg,FALSE,1985
Boiler,Bottled gas,1998+,CPSU,Fan assisted,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,fanassistedbalancedflue,bottled_lpg,FALSE,2005
Boiler,Bottled gas,1998+,CPSU,Balanced,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,balancedflue,bottled_lpg,FALSE,2005
Boiler,Bottled gas,1998+,CPSU,Open,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,openflue,bottled_lpg,FALSE,2005
Boiler,Bottled gas,1998+,CPSU,Unobtainable,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,notapplicable,bottled_lpg,FALSE,2005
Boiler,Bottled gas,pre 1998,CPSU,Fan assisted,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,CPSU,Balanced,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,CPSU,Open,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,pre 1998,CPSU,Unobtainable,Combined Primary Storage Units (CPSU) (mains gas and LPG) With automatic ignition (condensing),121,83,81,83,cpsu,notapplicable,bottled_lpg,FALSE,1995
Boiler,Oil,old system,Standard,Fan assisted,Standard oil boiler pre-1985,124,66,54,66,standard,fanassistedbalancedflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Standard,Fan assisted,Standard oil boiler 1985 to 1997,125,71,59,71,standard,fanassistedbalancedflue,oil,FALSE,1995
Boiler,Oil,1998+,Standard,Fan assisted,"Standard oil boiler, 1998 or later",126,80,68,80,standard,fanassistedbalancedflue,oil,FALSE,2005
Boiler,Oil,old system,Condensing standard,Fan assisted,Oil boilers Condensing,127,84,72,84,standard,fanassistedbalancedflue,oil,TRUE,1985
Boiler,Oil,pre 1998,Condensing standard,Fan assisted,Oil boilers Condensing,127,84,72,84,standard,fanassistedbalancedflue,oil,TRUE,1995
Boiler,Oil,1998+,Condensing standard,Fan assisted,Oil boilers Condensing,127,84,72,84,standard,fanassistedbalancedflue,oil,TRUE,2005
Boiler,Oil,old system,Combi,Fan assisted,"Oil boilers Combi, pre-1998",128,71,62,71,combi,fanassistedbalancedflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Combi,Fan assisted,"Oil boilers Combi, pre-1998",128,71,62,71,combi,fanassistedbalancedflue,oil,FALSE,1995
Boiler,Oil,1998+,Combi,Fan assisted,"Oil boilers Combi, 1998 or later",129,77,68,77,combi,fanassistedbalancedflue,oil,FALSE,2005
Boiler,Oil,old system,Condensing Combi,Fan assisted,Oil boilers Condensing combi,130,82,73,82,combi,fanassistedbalancedflue,oil,TRUE,1985
Boiler,Oil,pre 1998,Condensing Combi,Fan assisted,Oil boilers Condensing combi,130,82,73,82,combi,fanassistedbalancedflue,oil,TRUE,1995
Boiler,Oil,1998+,Condensing Combi,Fan assisted,Oil boilers Condensing combi,130,82,73,82,combi,fanassistedbalancedflue,oil,TRUE,2005
Boiler,Oil,old system,Standard,Balanced,Standard oil boiler pre-1985,124,66,54,66,standard,balancedflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Standard,Balanced,Standard oil boiler 1985 to 1997,125,71,59,71,standard,openflue,oil,FALSE,1995
Boiler,Oil,1998+,Standard,Balanced,"Standard oil boiler, 1998 or later",126,80,68,80,standard,balancedflue,oil,FALSE,2005
Boiler,Oil,old system,Condensing standard,Balanced,Oil boilers Condensing,127,84,72,84,standard,balancedflue,oil,TRUE,1985
Boiler,Oil,pre 1998,Condensing standard,Balanced,Oil boilers Condensing,127,84,72,84,standard,balancedflue,oil,TRUE,1995
Boiler,Oil,1998+,Condensing standard,Balanced,Oil boilers Condensing,127,84,72,84,standard,balancedflue,oil,TRUE,2005
Boiler,Oil,old system,Combi,Balanced,"Oil boilers Combi, pre-1998",128,71,62,71,combi,balancedflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Combi,Balanced,"Oil boilers Combi, pre-1998",128,71,62,71,combi,balancedflue,oil,FALSE,1995
Boiler,Oil,1998+,Combi,Balanced,"Oil boilers Combi, 1998 or later",129,77,68,77,combi,balancedflue,oil,FALSE,2005
Boiler,Oil,old system,Condensing Combi,Balanced,Oil boilers Condensing combi,130,82,73,82,combi,balancedflue,oil,TRUE,1985
Boiler,Oil,pre 1998,Condensing Combi,Balanced,Oil boilers Condensing combi,130,82,73,82,combi,balancedflue,oil,TRUE,1995
Boiler,Oil,1998+,Condensing Combi,Balanced,Oil boilers Condensing combi,130,82,73,82,combi,balancedflue,oil,TRUE,2005
Boiler,Oil,old system,Standard,Open,Standard oil boiler pre-1985,124,66,54,66,standard,notapplicable,oil,FALSE,1985
Boiler,Oil,pre 1998,Standard,Open,Standard oil boiler 1985 to 1997,125,71,59,71,standard,openflue,oil,FALSE,1995
Boiler,Oil,1998+,Standard,Open,"Standard oil boiler, 1998 or later",126,80,68,80,standard,openflue,oil,FALSE,2005
Boiler,Oil,old system,Condensing standard,Open,Oil boilers Condensing,127,84,72,84,standard,openflue,oil,TRUE,1985
Boiler,Oil,pre 1998,Condensing standard,Open,Oil boilers Condensing,127,84,72,84,standard,openflue,oil,TRUE,1995
Boiler,Oil,1998+,Condensing standard,Open,Oil boilers Condensing,127,84,72,84,standard,openflue,oil,TRUE,2005
Boiler,Oil,old system,Combi,Open,"Oil boilers Combi, pre-1998",128,71,62,71,combi,openflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Combi,Open,"Oil boilers Combi, pre-1998",128,71,62,71,combi,openflue,oil,FALSE,1995
Boiler,Oil,1998+,Combi,Open,"Oil boilers Combi, 1998 or later",129,77,68,77,combi,openflue,oil,FALSE,2005
Boiler,Oil,old system,Condensing Combi,Open,Oil boilers Condensing combi,130,82,73,82,combi,openflue,oil,TRUE,1985
Boiler,Oil,pre 1998,Condensing Combi,Open,Oil boilers Condensing combi,130,82,73,82,combi,openflue,oil,TRUE,1995
Boiler,Oil,1998+,Condensing Combi,Open,Oil boilers Condensing combi,130,82,73,82,combi,openflue,oil,TRUE,2005
Boiler,Oil,old system,Back Boiler,Open,"Oil room heater with boiler to radiators, pre 2000",131,66,54,66,back_boiler,openflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Back Boiler,Open,"Oil room heater with boiler to radiators, pre 2000",131,66,54,66,back_boiler,openflue,oil,FALSE,1995
Boiler,Oil,Other,Back Boiler,Open,"Oil room heater with boiler to radiators, pre 2000",131,66,54,66,back_boiler,openflue,oil,FALSE,1995
Boiler,Oil,1998+,Back Boiler,Open,"Oil room heater with boiler to radiators, 2000 or later",132,71,59,71,back_boiler,openflue,oil,FALSE,2005
Boiler,Gas (mains),1998+,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,mains_gas,FALSE,2005
Boiler,Gas (mains),old system,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,mains_gas,FALSE,1985
Boiler,Gas (mains),pre 1998,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,mains_gas,FALSE,1995
Boiler,Gas (mains),Other,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,mains_gas,FALSE,1995
Boiler,Bulk LPG,1998+,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bulk_lpg,FALSE,2005
Boiler,Bulk LPG,old system,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bulk_lpg,FALSE,1985
Boiler,Bulk LPG,pre 1998,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bulk_lpg,FALSE,1995
Boiler,Bulk LPG,Other,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bulk_lpg,FALSE,1995
Boiler,Bottled gas,1998+,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bottled_lpg,FALSE,2005
Boiler,Bottled gas,old system,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,pre 1998,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,bottled_lpg,FALSE,1995
Boiler,Oil,1998+,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,oil,FALSE,2005
Boiler,Oil,old system,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,oil,FALSE,1995
Boiler,Oil,Other,Range,Open,Range cooker single burner automatic pilot,134,51,41,51,standard,openflue,oil,FALSE,1995
Boiler,Gas (mains),1998+,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,mains_gas,FALSE,2005
Boiler,Gas (mains),old system,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,mains_gas,FALSE,1985
Boiler,Gas (mains),pre 1998,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,mains_gas,FALSE,1995
Boiler,Gas (mains),Other,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,mains_gas,FALSE,1995
Boiler,Bulk LPG,1998+,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bulk_lpg,FALSE,2005
Boiler,Bulk LPG,old system,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bulk_lpg,FALSE,1985
Boiler,Bulk LPG,pre 1998,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bulk_lpg,FALSE,1995
Boiler,Bulk LPG,Other,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bulk_lpg,FALSE,1995
Boiler,Bottled gas,1998+,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bottled_lpg,FALSE,2005
Boiler,Bottled gas,old system,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,pre 1998,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,bottled_lpg,FALSE,1995
Boiler,Oil,1998+,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,oil,FALSE,2005
Boiler,Oil,old system,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,oil,FALSE,1995
Boiler,Oil,Other,Range,Fan assisted,Range cooker single burner automatic pilot,134,51,41,51,standard,fanassistedbalancedflue,oil,FALSE,1995
Boiler,Gas (mains),1998+,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,mains_gas,FALSE,2005
Boiler,Gas (mains),old system,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,mains_gas,FALSE,1985
Boiler,Gas (mains),pre 1998,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,mains_gas,FALSE,1995
Boiler,Gas (mains),Other,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,mains_gas,FALSE,1995
Boiler,Bulk LPG,1998+,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bulk_lpg,FALSE,2005
Boiler,Bulk LPG,old system,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bulk_lpg,FALSE,1985
Boiler,Bulk LPG,pre 1998,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bulk_lpg,FALSE,1995
Boiler,Bulk LPG,Other,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bulk_lpg,FALSE,1995
Boiler,Bottled gas,1998+,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bottled_lpg,FALSE,2005
Boiler,Bottled gas,old system,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bottled_lpg,FALSE,1985
Boiler,Bottled gas,pre 1998,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bottled_lpg,FALSE,1995
Boiler,Bottled gas,Other,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,bottled_lpg,FALSE,1995
Boiler,Oil,1998+,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,oil,FALSE,2005
Boiler,Oil,old system,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,oil,FALSE,1985
Boiler,Oil,pre 1998,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,oil,FALSE,1995
Boiler,Oil,Other,Range,Balanced,Range cooker single burner automatic pilot,134,51,41,51,standard,balancedflue,oil,FALSE,1995
