aacode,manufacturer,brand,model,qualifier,boilertype,fueltype,fluetype,condensing,annualefficiency,winterefficiency,summerefficiency,storeboilervolume,storesolarvolume,storeinsulationthickness,row
J0611107,vaillant group uk,british gas,330+,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2075
J0611304,baxi potterton,baxi,combi,80 he plus,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,1223
J0612303,baxi potterton,baxi potterton,potterton promax,system he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.6,90.6,79.9,0.0,0.0,0.0,1148
J0612308,hepworth heating,british gas,330,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.7,90.7,80.0,0.0,0.0,0.0,1972
J0613102,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
J0613206,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0614302,baxi heating,baxi heating,solo 2,40 pf,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,68.0,69.0,59.0,0.0,0.0,0.0,641
J0614304,baxi heating uk,baxi,solo,15 he a,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.4,79.7,0.0,0.0,0.0,1780
J0614402,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
J0614404,baxi spa,baxi,combi,80 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,3215
J0614406,worcester heat systems,worcester,greenstar,12 ri,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2619
J0621209,worcester heat systems,worcester,heatslave,9.24bf,INSTANT_COMBI,MAINS_GAS,BALANCED_FLUE,false,65.0,66.0,57.0,0.0,0.0,0.0,287
J0621301,caradon plumbing,ideal,classic,ff250,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.7,77.6,67.5,0.0,0.0,0.0,3350
J0621310,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
J0622101,vaillant,vaillant,ecotec plus,612,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1808
J0622103,merloni termosanitari spa,ariston,ecocombi 27 mffi,microcondens series,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,1369
J0622201,hepworth heating,glow-worm,micron 60 ff,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.8,79.7,69.6,0.0,0.0,0.0,3195
J0622207,baxi heating uk,potterton,promax,18 he plus,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,1230
J0622304,boulter boilers,boulter,camray 5,combi,STORAGE_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,81.8,82.7,74.6,40.0,0.0,15.0,852
J0622411,baxi heating,baxi,megaflo system,15 he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,1512
J0623106,ideal boilers,ideal,mexico,he 36,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1987
J0623206,caradon plumbing,ideal,classic,ff250,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.7,77.6,67.5,0.0,0.0,0.0,3350
J0623303,vaillant group uk,british gas,330+,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2075
J0623306,ideal boilers,ideal,icos,he 12,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2280
J0623312,ideal boilers,ideal,isar,he24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2571
J0624104,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
J0624106,baxi heating,main,combi,30 eco,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2563
J0624203,potterton international heating,potterton international heating,netaheat,mk2f10-16bf,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,68.0,69.0,59.0,0.0,0.0,0.0,98
J0624210,vaillant,vaillant,ecomax,pro 18 e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.6,78.9,0.0,0.0,0.0,1615
J0624302,baxi heating,baxi heating,solo 2,40 pf,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,68.0,69.0,59.0,0.0,0.0,0.0,641
J0624306,baxi potterton,potterton,profile,80el,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.4,79.3,69.2,0.0,0.0,0.0,1279
J0624311,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0624405,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0631105,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
J0631109,bosch thermotechnology,worcester,greenstar,28 cdi compact,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.8,90.7,89.4,0.0,0.0,0.0,2111
J0631204,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
J0631307,worcester heat systems,worcester,greenstar cdi,30 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2486
J0631412,baxi potterton,potterton,suprima,50 he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,85.6,86.5,76.4,0.0,0.0,0.0,2954
J0632111,worcester heat systems,worcester,24cdi,rsf serial asb,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.1,79.0,68.9,0.0,0.0,0.0,723
J0632112,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0632209,worcester bosch group,worcester,greenstar camray external,18/25,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,true,91.2,92.3,80.6,0.0,0.0,0.0,4178
J0632306,vaillant,vaillant,ecomax,824/2e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1604
J0632307,potterton international heating,potterton international heating,lynx,2,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,62.0,0.0,0.0,0.0,436
J0632401,vaillant,vaillant,ecotec plus 428,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2050
J0632409,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
J0633301,baxi spa,baxi,combi,80 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,3215
J0633309,hepworth heating,glow-worm,30sxi,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2072
J0633410,worcester heat systems,worcester,240,cf,INSTANT_COMBI,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,57.0,0.0,0.0,0.0,545
J0641102,vaillant,vaillant,ecotec plus 428,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2050
J0641103,worcester heat systems,worcester,24 cdi,bf,INSTANT_COMBI,MAINS_GAS,BALANCED_FLUE,false,79.4,80.3,70.2,0.0,0.0,0.0,3118
J0641104,potterton myson,potterton,profile,100e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,73.9,74.8,64.7,0.0,0.0,0.0,802
J0641201,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0641209,worcester heat systems,worcester,danesmoor,26/32.ooo,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,85.1,86.2,74.5,0.0,0.0,0.0,4821
J0641301,ideal boilers,ideal,isar,he30,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2573
J0641303,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0641305,worcester bosch group,worcester,greenstar,37 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2470
J0641401,worcester heat systems,worcester,24 cdi,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.0,76.9,66.8,0.0,0.0,0.0,783
J0641404,caradon plumbing,ideal,classic,lx ff250,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.7,77.6,67.5,0.0,0.0,0.0,3349
J0641406,vaillant industrial uk,glow worm,easicom 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,86.6,0.0,0.0,0.0,2739
J0641407,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0642105,caradon plumbing,ideal,response,120,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.4,80.3,70.2,0.0,0.0,0.0,1028
J0642205,baxi potterton,baxi potterton,potterton promax,system he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.6,90.6,79.9,0.0,0.0,0.0,1148
J0643411,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
J0644102,potterton myson,potterton myson,flamingo,rs50s,REGULAR,MAINS_GAS,BALANCED_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,173
J0644104,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0644206,vaillant,vaillant,ecotec plus,612,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1808
J0644302,halstead boilers,halstead,ace,he 24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,2586
J0644304,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0644404,worcester heat systems,worcester,14/19 cbi,rsf,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.4,80.3,70.2,0.0,0.0,0.0,3117
J0651104,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0651106,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0651109,worcester bosch group,worcester,greenstar,42 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2475
J0651302,potterton myson,potterton myson,suprima 80,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,77.2,78.1,68.0,0.0,0.0,0.0,743
J0651309,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0651404,halstead boilers,halstead,ace high,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,3224
J0651405,baxi potterton,baxi,combi,instant 80 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,1543
J0651408,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0652411,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
J0653114,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0653205,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0653210,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0653408,worcester heat systems,worcester,28 si ii,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.4,79.3,69.2,0.0,0.0,0.0,3261
J0653411,baxi heating,potterton,promax combi,24 he plus,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1522
J0654322,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
J0661203,worcester heat systems,worcester,greenstar cdi,30 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2486
J0661205,vaillant,vaillant,ecomax,vu 186 eh,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,87.7,88.7,78.0,0.0,0.0,0.0,649
J0661301,parkray,parkray,parkray,404,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,5108
J0661308,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
J0661401,vaillant,vaillant,ecotec plus 837,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1883
J0661405,biasi (uk),biasi,riva,28s,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,1046
J0662301,baxi heating,main,combi,25 eco,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,79.8,0.0,0.0,0.0,1891
J0662305,baxi potterton,potterton,suprima,40l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,1269
J0663103,bosch thermotechnology,worcester,greenstar,28 cdi compact,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.8,90.7,89.4,0.0,0.0,0.0,2111
J0663207,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0663306,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0663405,alpha therm,alpha,c23,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,1171
J0663408,baxi heating,baxi heating,solo 2,50 pf,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,68.0,69.0,59.0,0.0,0.0,0.0,642
J0664304,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0671105,worcester heat systems,worcester,danesmoor,15/19.ooo,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,85.3,86.4,74.7,0.0,0.0,0.0,4767
J0671305,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0671308,potterton myson,potterton myson,netaheat electronic,10/16e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,68.0,69.0,59.0,0.0,0.0,0.0,202
J0671401,vokera,vokera,syntesi,25,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.6,87.5,77.4,0.0,0.0,0.0,1631
J0671405,worcester heat systems,worcester,greenstar cdi,30 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2486
J0673301,worcester heat systems,worcester,danesmoor,15/19.ooo,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,85.3,86.4,74.7,0.0,0.0,0.0,4767
J0673407,ideal boilers,ideal,isar,he35,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2574
J0674104,baxi heating,potterton,promax sl,30,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,1938
J0674106,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
J0674204,vaillant,vaillant,turbomax plus,828e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.7,80.6,70.5,0.0,0.0,0.0,1643
J0674206,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
J0674301,trianco redfyre,trianco,eurostar,external 50/90,REGULAR,OIL,OPEN_FLUE,false,85.4,86.5,74.8,0.0,0.0,0.0,1482
J0674304,vaillant,vaillant,ecotec plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0681105,potterton myson,potterton,profile,40e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,71.8,72.7,62.6,0.0,0.0,0.0,803
J0681106,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
J0681108,trianco redfyre,trianco,tro,15/19 mk3 cf,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,59.0,0.0,0.0,0.0,5179
J0681204,vaillant,vaillant,ecotec plus 415,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2103
J0681309,vaillant,vaillant,turbomax plus,824e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,1648
J0681401,worcester heat systems,worcester,28i,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3333
J0681406,potterton myson,potterton myson,kingfisher,cf100,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,157
J0682106,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
J0682304,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
J0682402,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0683108,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
J0683305,ideal boilers,ideal,classic,ff 330,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.4,80.3,70.2,0.0,0.0,0.0,1129
J0684104,ideal boilers,ideal,classic,ff 3100,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1145
J0684110,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
J0684205,worcester heat systems,worcester,heatslave,12/14-oso-gb-l oil combi,STORAGE_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,82.7,83.6,75.5,46.0,0.0,25.0,5042
J0684206,caradon plumbing,ideal,concord,cx40,REGULAR,MAINS_GAS,OPEN_FLUE,false,72.0,72.9,62.8,0.0,0.0,0.0,3385
J0684207,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
J0691206,worcester bosch group,worcester,greenstar cdi,27 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2471
J0691301,worcester heat systems,worcester,greenstar cdi,30 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2486
J0692101,vokera,vokera,mynute,35e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,80.4,81.4,70.7,0.0,0.0,0.0,1634
J0692108,alpha therm,alpha,cb28,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,80.1,81.0,70.9,0.0,0.0,0.0,1165
J0692209,baxi potterton,potterton,performa,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.6,79.5,69.4,0.0,0.0,0.0,1264
J0692307,vaillant,vaillant,ecotec pro 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1882
J0692406,vaillant,vaillant,ecotec plus,831,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1881
J0692408,baxi potterton,baxi,combi,instant 80 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,1543
J0693103,caradon ideal,caradon ideal,mexico slimline 2,rs55,REGULAR,MAINS_GAS,BALANCED_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,231
J0693106,ideal boilers,ideal,icos,he30,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.1,79.4,0.0,0.0,0.0,1985
J0693108,worcester heat systems,worcester,greenstar he,zb 7-27a,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,996
J0693301,worcester heat systems,worcester,greenstar cdi,30 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2486
J0694108,worcester heat systems,worcester,danesmoor,20/25.ooo,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,83.9,85.0,73.3,0.0,0.0,0.0,4921
J0694205,ideal boilers,ideal,isar,he30,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2573
J0694302,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0694308,worcester heat systems,worcester,greenstar cdi,35 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2485
J0701102,vaillant,vaillant,ecomax,622/2e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.9,79.2,0.0,0.0,0.0,1602
J0701105,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
J0701305,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0702102,ideal boilers,ideal,classic,ff 350,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,1127
J0702104,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
