aacode,manufacturer,brand,model,qualifier,boilertype,fueltype,fluetype,condensing,annualefficiency,winterefficiency,summerefficiency,storeboilervolume,storesolarvolume,storeinsulationthickness,row
J0011101,hepworth heating,glow-worm,30cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,2336
J0011202,ideal boilers,ideal,isar,he24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2571
J0012105,hepworth heating,glow-worm,30cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,2336
J0013204,potterton international heating,potterton international heating,kingfisher,cf150,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,593
J0013207,baxi uk,baxi,solo 3 pfl,50,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1662
J0014104,worcester heat systems,worcester,heat slave,15/19.oso,STORAGE_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,83.7,84.6,76.5,46.0,0.0,25.0,5020
J0021104,baxi potterton,baxi,combi,instant 105 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,1542
J0021105,baxi spa,baxi,combi,105 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,3235
J0021106,baxi potterton,baxi,combi,100 he plus,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,1224
J0021201,ferroli,ferroli,optimax he plus,31 c,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,79.8,0.0,0.0,0.0,2208
J0021203,viessmann,viessmann,vitodens 100 combi,wb1a 24kw,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,79.8,0.0,0.0,0.0,2720
J0022101,chaffoteaux et maury,chaffoteaux et maury,britony combi 80,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.6,77.5,67.4,0.0,0.0,0.0,922
J0022208,grant engineering,grant,outdoor,combi mk ii,INSTANT_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,83.9,84.9,75.4,0.0,0.0,0.0,4968
J0022406,baxi heating,baxi heating,bermuda,45/3m,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,527
J0023205,worcester heat systems,worcester,heatslave,20/25-rso-gb-l oil combi,STORAGE_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,82.5,83.4,75.3,46.0,0.0,25.0,5039
J0024405,worcester bosch group,worcester,greenstar,18ri,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2617
J0031105,baxi potterton,potterton,performa,28i,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.1,79.0,68.9,0.0,0.0,0.0,1290
J0031110,baxi potterton,baxi,combi,instant 105 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,1542
J0031112,hepworth heating,glow-worm,24cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,2335
J0031206,vaillant,vaillant,turbomax,vuw 282 eh,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.7,79.6,69.5,0.0,0.0,0.0,678
J0032105,ideal boilers,ideal,icos,he18,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.4,79.7,0.0,0.0,0.0,2278
J0032306,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0032308,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0032403,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0032406,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0033107,baxi heating uk,baxi,combi,105 he a,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2561
J0033303,hepworth heating,glow-worm,30cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,2336
J0033402,saunier duval,saunier duval,semia condens f24e,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.1,87.0,76.9,0.0,0.0,0.0,2925
J0033409,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0034207,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0034208,ideal boilers,ideal,icos,he 12,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2280
J0034303,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
J0034305,worcester heat systems,worcester,highflow 400,of,INSTANT_COMBI,MAINS_GAS,OPEN_FLUE,false,75.2,76.0,66.7,0.0,0.0,0.0,944
J0034402,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0041404,myson combustion products,myson combustion products,velaire vitesse,100/130 b,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,59.0,0.0,0.0,0.0,615
J0041405,worcester heat systems,worcester,danesmoor,12/14.ooo,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,84.3,85.4,73.7,0.0,0.0,0.0,4914
J0042301,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
J0042302,ferroli,ferroli,optimax he plus,31 c,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,79.8,0.0,0.0,0.0,2208
J0042307,worcester heat systems,worcester,greenstar cdi,35 cdi,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.3,80.2,0.0,0.0,0.0,2485
J0042404,baxi heating uk,baxi,combi,105 he a,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2561
J0043101,vaillant industrial uk,glow worm,easicom 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,86.6,0.0,0.0,0.0,2739
J0043206,worcester heat systems,worcester,heatslave,12/14-rso-gb-l oil combi,STORAGE_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,82.7,83.6,75.5,46.0,0.0,25.0,5041
J0044404,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0051103,worcester heat systems,worcester,greenstar,12 ri,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2619
J0051305,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0051307,worcester heat systems,worcester,28i,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3333
J0052206,hepworth heating,glow-worm,18hxi,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.6,78.9,0.0,0.0,0.0,2221
J0053201,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0053401,vokera,vokera,mynute 16e,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,1647
J0053404,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
J0053409,grant engineering,grant,combi,90 mk ii,INSTANT_COMBI,OIL,FAN_ASSISTED_BALANCED_FLUE,false,83.9,84.9,75.4,0.0,0.0,25.0,4969
J0061103,vaillant,vaillant,ecotec plus,831,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1881
J0061202,vaillant,vaillant,turbomax plus,824e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,1648
J0061205,ideal boilers,british / scottish gas,rd2 450,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.0,79.9,69.8,0.0,0.0,0.0,3155
J0061210,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
J0061302,vaillant,vaillant,ecotec plus,831,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1881
J0061303,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
J0061305,baxi heating,baxi,duo-tec combi,24 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1524
J0061307,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
J0061401,vaillant,vaillant,ecomax,824 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,87.4,88.3,78.2,0.0,0.0,0.0,660
J0061405,potterton international heating,potterton international heating,kingfisher 2,cf100,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,600
J0062303,vaillant,vaillant,ecomax,824/2e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1604
J0062304,baxi potterton,potterton,performa,24 eco he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,2888
J0062401,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0062405,hepworth heating,glow-worm,30cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,2336
J0063105,baxi potterton,main,combi,24 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,2883
J0063301,worcester heat systems,worcester,highflow 400,of,INSTANT_COMBI,MAINS_GAS,OPEN_FLUE,false,75.2,76.0,66.7,0.0,0.0,0.0,944
J0063306,caradon ideal,caradon ideal,mexico slimline 2,cf40,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,225
J0063309,bosch thermotechnology,worcester,greenstar,15 i system,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2618
J0064101,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0064105,bosch thermotechnology,worcester,greenstar,28 cdi compact,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.8,90.7,89.4,0.0,0.0,0.0,2111
J0064110,trianco redfyre,trianco,tro,28/32 bf room sealed,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,59.0,0.0,0.0,0.0,5174
J0064202,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
J0064207,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
J0064301,vaillant,vaillant,ecomax,828 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,87.6,88.5,78.4,0.0,0.0,0.0,657
J0064306,baxi potterton,potterton,profile,80el,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.4,79.3,69.2,0.0,0.0,0.0,1279
J0064308,baxi uk,baxi,solo 3 pfl,50,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1662
J0064402,hepworth heating,glow-worm,30cxi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,2336
J0064404,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
J0064405,potterton myson,potterton,profile,50e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,75.4,76.3,66.2,0.0,0.0,0.0,791
J0071102,potterton myson,potterton myson,suprima 30,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.6,77.5,67.4,0.0,0.0,0.0,765
J0071203,vaillant,vaillant,combicompact,vcw282eh,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,62.0,0.0,0.0,0.0,437
J0071302,caradon plumbing,ideal,classic,lx rs240,REGULAR,MAINS_GAS,BALANCED_FLUE,false,73.2,74.1,64.0,0.0,0.0,0.0,3367
J0071402,merloni termosanitari spa,ariston,eurocombi a/23 mffi,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.1,79.0,68.9,0.0,0.0,0.0,1053
J0072404,worcester heat systems,worcester,greenstar,24i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2611
J0073101,ferroli spa,ferroli,optimax,25 s,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.4,79.7,0.0,0.0,0.0,1508
J0073303,grant engineering,grant,euroflame,kitchen / utility 50-70,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,84.7,85.8,74.1,0.0,0.0,0.0,4830
J0073403,ideal boilers,ideal,icos,he15,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.7,90.7,80.0,0.0,0.0,0.0,2168
J0074104,worcester heat systems,worcester,28i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3177
J0074107,baxi heating,baxi,megaflo system,15 he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,1512
J0074206,baxi heating,baxi heating,bermuda,401,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,447
J0074401,baxi heating,baxi,duo-tec combi,28 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1519
J0074406,halstead boilers,halstead,eden cbx 32,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,79.8,0.0,0.0,0.0,1956
J0081101,vaillant,vaillant,ecotec plus,612,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1808
J0081201,vaillant,vaillant,turbomax plus,828e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.7,80.6,70.5,0.0,0.0,0.0,1643
J0081202,caradon plumbing,ideal,classic,ff240,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.2,77.1,67.0,0.0,0.0,0.0,3358
J0081203,vaillant,vaillant,ecomax,824 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,87.4,88.3,78.2,0.0,0.0,0.0,660
J0081302,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0081307,baxi heating,baxi,duo-tec combi,24 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.6,89.5,79.4,0.0,0.0,0.0,1524
J0081309,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
J0081310,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0081402,baxi spa,baxi,combi,105 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,3235
J0081404,baxi spa,baxi,combi,105 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,3235
J0082203,alpha therm,alpha,cd18r,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.4,89.4,78.7,0.0,0.0,0.0,2551
J0082205,glow-worm,glow-worm,spacesaver,22-30b,REGULAR,MAINS_GAS,BALANCED_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,95
J0082212,grant engineering (uk),grant,vortex,15-26s kitchen boiler,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,true,91.9,93.0,81.3,0.0,0.0,0.0,4076
J0082402,baxi potterton,baxi potterton,potterton promax,system he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.6,90.6,79.9,0.0,0.0,0.0,1148
J0083307,grant engineering,grant,euroflame,kitchen / utility 50-70,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,84.7,85.8,74.1,0.0,0.0,0.0,4830
J0083403,baxi potterton,baxi potterton,potterton promax,system he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.6,90.6,79.9,0.0,0.0,0.0,1148
J0083408,chaffoteaux et maury,chaffoteaux et maury,minima he 24,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1395
J0083410,savio caldaie spa,ideal,mini c24,24kw combi boiler,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.2,79.1,69.0,0.0,0.0,0.0,3306
J0084205,worcester heat systems,worcester,24i junior,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,3335
J0084208,ideal boilers,ideal,logic combi,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,87.3,0.0,0.0,0.0,1902
J0084302,worcester heat systems,worcester,bosch rx-2,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,85.4,86.3,76.2,0.0,0.0,0.0,712
J0091103,hepworth heating,glow-worm,30 ci,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,3101
J0091104,ideal boilers,ideal,classic,se15 ff,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,79.6,80.5,70.4,0.0,0.0,0.0,3081
J0091106,potterton myson,potterton,profile,60e,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,75.1,76.0,65.9,0.0,0.0,0.0,798
J0091108,firebird boilers,firebird,enviromax kitchen c20,,REGULAR,OIL,BALANCED_FLUE,true,91.5,92.6,80.9,0.0,0.0,0.0,1707
J0091205,worcester bosch group,worcester,greenstar,15ri,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2614
J0091302,ideal boilers,ideal,logic combi,24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,87.3,0.0,0.0,0.0,1902
J0091309,ideal boilers,ideal,mini,he c24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,86.4,87.3,77.2,0.0,0.0,0.0,2854
J0091404,potterton myson,potterton myson,suprima 40,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,76.8,77.7,67.6,0.0,0.0,0.0,754
J0092204,baxi potterton,baxi potterton,potterton promax,system he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.6,90.6,79.9,0.0,0.0,0.0,1148
J0092405,worcester heat systems,worcester,28 cdi,rsf,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.9,79.8,69.7,0.0,0.0,0.0,3179
J0093104,halstead boilers,halstead,ace,he 24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,2586
J0093203,baxi potterton,baxi potterton,potterton promax,system he,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.6,90.6,79.9,0.0,0.0,0.0,1148
J0094309,boulter boilers,boulter,camray quartet,40/60 f,REGULAR,OIL,FAN_ASSISTED_BALANCED_FLUE,false,70.0,71.0,59.0,0.0,0.0,0.0,5151
J0094404,worcester heat systems,worcester,greenstar,30 si,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2605
J0101301,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0103106,Vaillant,Vaillant,Ecotec Plus,630,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,90.0,79.3,0.0,0.0,0.0,1806
J0103301,worcester bosch group,worcester,greenstar,15ri,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2614
J0104101,ideal boilers,evo,he 19,he19,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.4,90.4,79.7,0.0,0.0,0.0,2281
J0104104,ideal boilers,ideal,isar,he24,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.6,79.5,0.0,0.0,0.0,2571
J0104201,vaillant,vaillant,ecotec pro,28,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.7,79.6,0.0,0.0,0.0,1884
J0104206,vaillant,vaillant,ecotec plus,824,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.9,89.8,79.7,0.0,0.0,0.0,1807
J0111101,baxi potterton,potterton,suprima,40l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,1269
J0111103,baxi heating,baxi,duo-tec combi,33 he,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.5,89.4,79.3,0.0,0.0,0.0,1523
J0111204,worcester heat systems,worcester,greenstar,28i junior,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.1,90.0,86.7,0.0,0.0,0.0,2612
J0111301,alpha therm,alpha,cd20s,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.8,89.8,79.1,0.0,0.0,0.0,2553
J0111403,potterton international heating,potterton international heating,kingfisher 2,cf60,REGULAR,MAINS_GAS,OPEN_FLUE,false,65.0,66.0,56.0,0.0,0.0,0.0,594
J0112201,remeha,broag remeha,quinta,45,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2713
J0112404,hepworth heating,glow-worm,12hxi,,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,88.7,89.7,79.0,0.0,0.0,0.0,2127
J0113204,merloni termosanitari spa,ariston,clas 24 ff,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,80.3,81.2,71.1,0.0,0.0,0.0,1557
J0114203,ferroli,ferroli,optimax he plus,31 c,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,true,89.0,89.9,79.8,0.0,0.0,0.0,2208
J0114303,baxi spa,baxi,combi,105 e,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.5,79.4,69.3,0.0,0.0,0.0,3235
J0114304,baxi potterton,potterton,suprima,50l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.1,79.0,68.9,0.0,0.0,0.0,1657
J0121202,worcester heat systems,worcester,highflow 400,of,INSTANT_COMBI,MAINS_GAS,OPEN_FLUE,false,75.2,76.0,66.7,0.0,0.0,0.0,944
J0121301,hepworth heating,saunier duval,thema classic f24e,,INSTANT_COMBI,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.3,79.2,69.1,0.0,0.0,0.0,3292
J0122204,baxi potterton,potterton,suprima,100l,REGULAR,MAINS_GAS,FAN_ASSISTED_BALANCED_FLUE,false,78.0,78.9,68.8,0.0,0.0,0.0,1297
